date,region,segment,deals_total,deals_won,units,avg_unit_price,discount_pct,revenue_booked,invoice_delay_days,revenue_recognized
2026-04-11,North,MID,3,1,2,3390.77,5.8,3390.77,0,3390.77
2026-04-11,North,SMB,7,3,9,1362.37,5.27,4087.12,0,4087.12
2026-04-11,South,ENT,2,1,1,9290.12,5.93,9290.12,0,9290.12
2026-04-11,South,MID,3,1,2,3367.52,6.95,3367.52,0,3367.52
2026-04-11,South,SMB,8,3,9,1390.79,5.34,4172.36,0,4172.36
2026-04-11,East,ENT,1,0,0,9481.04,5.35,0.0,0,0.0
2026-04-11,East,MID,3,1,2,3396.14,6.53,3396.14,0,3396.14
2026-04-11,East,SMB,5,2,6,1345.73,5.2,2691.47,0,2691.47
2026-04-11,West,ENT,1,0,0,9207.12,5.13,0.0,0,0.0
2026-04-11,West,MID,3,1,2,3576.2,5.22,3576.2,0,3576.2
2026-04-11,West,SMB,7,2,6,1372.61,5.3,2745.22,0,2745.22
2026-04-12,North,ENT,2,1,1,9254.1,6.17,9254.1,0,9254.1
2026-04-12,North,MID,4,1,2,3456.73,6.45,3456.73,0,3456.73
2026-04-12,North,SMB,6,2,6,1371.85,7.02,2743.69,0,2743.69
2026-04-12,South,ENT,1,0,0,9309.57,6.67,0.0,0,0.0
2026-04-12,South,MID,3,1,2,3443.54,6.15,3443.54,0,3443.54
2026-04-12,South,SMB,7,2,6,1347.13,6.04,2694.26,0,2694.26
2026-04-12,East,ENT,1,0,0,9061.88,5.31,0.0,0,0.0
2026-04-12,East,MID,2,1,2,3415.21,5.15,3415.21,0,3415.21
2026-04-12,East,SMB,6,2,6,1370.77,6.13,2741.54,0,2741.54
2026-04-12,West,ENT,1,0,0,9181.89,6.12,0.0,0,0.0
2026-04-12,West,MID,3,1,2,3354.09,6.31,3354.09,0,3354.09
2026-04-12,West,SMB,5,2,6,1376.62,6.2,2753.24,0,2753.24
2026-04-13,North,ENT,3,1,1,9284.11,4.74,9284.11,0,9284.11
2026-04-13,North,MID,7,2,4,3391.24,5.45,6782.48,0,6782.48
2026-04-13,North,SMB,11,4,12,1316.64,8.25,5266.56,0,5266.56
2026-04-13,South,ENT,3,1,1,9088.54,7.84,9088.54,0,9088.54
2026-04-13,South,MID,6,2,4,3491.09,3.82,6982.18,0,6982.18
2026-04-13,South,SMB,13,4,12,1386.12,5.04,5544.5,0,5544.5
2026-04-13,East,ENT,3,1,1,9392.55,5.0,9392.55,0,9392.55
2026-04-13,East,MID,5,2,4,3419.65,3.69,6839.29,0,6839.29
2026-04-13,East,SMB,10,3,9,1368.52,4.85,4105.56,0,4105.56
2026-04-13,West,ENT,2,1,1,8988.47,6.47,8988.47,0,8988.47
2026-04-13,West,MID,5,2,4,3421.79,4.65,6843.59,0,6843.59
2026-04-13,West,SMB,9,3,9,1403.94,5.28,4211.82,0,4211.82
2026-04-14,North,ENT,4,1,1,9199.32,6.01,9199.32,0,9199.32
2026-04-14,North,MID,6,2,4,3464.67,5.63,6929.33,0,6929.33
2026-04-14,North,SMB,12,4,12,1386.69,5.8,5546.74,0,5546.74
2026-04-14,South,ENT,2,1,1,9191.23,4.94,9191.23,0,9191.23
2026-04-14,South,MID,6,2,4,3413.51,5.06,6827.02,0,6827.02
2026-04-14,South,SMB,11,4,12,1345.67,6.14,5382.68,0,5382.68
2026-04-14,East,ENT,2,1,1,8776.58,7.73,8776.58,0,8776.58
2026-04-14,East,MID,5,2,4,3446.9,5.03,6893.8,0,6893.8
2026-04-14,East,SMB,10,3,9,1329.46,6.06,3988.39,0,3988.39
2026-04-14,West,ENT,3,1,1,9392.49,5.02,9392.49,0,9392.49
2026-04-14,West,MID,6,2,4,3327.22,7.96,6654.44,0,6654.44
2026-04-14,West,SMB,13,5,15,1358.51,5.42,6792.56,0,6792.56
2026-04-15,North,ENT,3,1,1,9137.36,6.22,9137.36,0,9137.36
2026-04-15,North,MID,8,3,6,3453.49,5.27,10360.48,0,10360.48
2026-04-15,North,SMB,12,4,12,1417.17,5.46,5668.67,0,5668.67
2026-04-15,South,ENT,3,1,1,8947.22,7.85,8947.22,0,8947.22
2026-04-15,South,MID,6,2,4,3343.35,4.85,6686.69,0,6686.69
2026-04-15,South,SMB,14,4,12,1407.98,4.73,5631.92,0,5631.92
2026-04-15,East,ENT,2,1,1,9252.79,6.58,9252.79,0,9252.79
2026-04-15,East,MID,6,2,4,3387.04,5.2,6774.07,0,6774.07
2026-04-15,East,SMB,8,3,9,1333.9,7.21,4001.7,0,4001.7
2026-04-15,West,ENT,2,1,1,9136.69,5.03,9136.69,0,9136.69
2026-04-15,West,MID,5,2,4,3304.41,6.25,6608.82,0,6608.82
2026-04-15,West,SMB,10,4,12,1365.11,5.36,5460.42,0,5460.42
2026-04-16,North,ENT,3,1,1,9236.02,6.07,9236.02,0,9236.02
2026-04-16,North,MID,6,2,4,3517.66,4.0,7035.33,0,7035.33
2026-04-16,North,SMB,11,4,12,1348.51,5.4,5394.06,0,5394.06
2026-04-16,South,ENT,3,1,1,9249.53,6.38,9249.53,0,9249.53
2026-04-16,South,MID,6,2,4,3373.34,7.01,6746.68,0,6746.68
2026-04-16,South,SMB,10,3,9,1318.99,6.3,3956.97,0,3956.97
2026-04-16,East,ENT,2,1,1,9487.49,3.93,9487.49,0,9487.49
2026-04-16,East,MID,5,2,4,3355.18,6.33,6710.37,0,6710.37
2026-04-16,East,SMB,10,4,12,1367.64,6.06,5470.57,0,5470.57
2026-04-16,West,ENT,3,1,1,8817.83,7.34,8817.83,0,8817.83
2026-04-16,West,MID,6,2,4,3387.82,6.32,6775.64,0,6775.64
2026-04-16,West,SMB,11,4,12,1374.32,4.76,5497.28,0,5497.28
2026-04-17,North,ENT,3,1,1,9161.58,5.25,9161.58,0,9161.58
2026-04-17,North,MID,6,2,4,3397.23,7.01,6794.46,0,6794.46
2026-04-17,North,SMB,9,3,9,1342.49,6.15,4027.47,0,4027.47
2026-04-17,South,ENT,2,1,1,9192.23,6.39,9192.23,0,9192.23
2026-04-17,South,MID,6,2,4,3386.33,6.87,6772.67,0,6772.67
2026-04-17,South,SMB,11,3,9,1292.13,7.89,3876.39,0,3876.39
2026-04-17,East,ENT,2,1,1,9149.37,6.01,9149.37,0,9149.37
2026-04-17,East,MID,5,2,4,3428.77,5.87,6857.55,0,6857.55
2026-04-17,East,SMB,10,4,12,1349.81,6.64,5399.24,0,5399.24
2026-04-17,West,ENT,2,1,1,9412.55,5.45,9412.55,0,9412.55
2026-04-17,West,MID,5,2,4,3317.72,4.96,6635.45,0,6635.45
2026-04-17,West,SMB,9,3,9,1356.73,6.98,4070.2,0,4070.2
2026-04-18,North,ENT,2,1,1,9299.22,6.19,9299.22,0,9299.22
2026-04-18,North,MID,4,1,2,3480.68,6.56,3480.68,0,3480.68
2026-04-18,North,SMB,7,2,6,1337.0,5.4,2673.99,0,2673.99
2026-04-18,South,ENT,1,0,0,9185.54,7.24,0.0,0,0.0
2026-04-18,South,MID,4,2,4,3354.07,6.39,6708.15,0,6708.15
2026-04-18,South,SMB,7,2,6,1337.45,7.36,2674.89,0,2674.89
2026-04-18,East,ENT,2,1,1,9283.21,6.16,9283.21,0,9283.21
2026-04-18,East,MID,3,1,2,3281.47,6.96,3281.47,0,3281.47
2026-04-18,East,SMB,6,2,6,1360.3,5.82,2720.59,0,2720.59
2026-04-18,West,ENT,2,1,1,9265.54,5.62,9265.54,0,9265.54
2026-04-18,West,MID,3,1,2,3356.12,6.93,3356.12,0,3356.12
2026-04-18,West,SMB,6,2,6,1319.27,8.15,2638.54,0,2638.54
2026-04-19,North,ENT,2,1,1,8936.15,7.1,8936.15,0,8936.15
2026-04-19,North,MID,3,1,2,3314.97,6.3,3314.97,0,3314.97
2026-04-19,North,SMB,7,2,6,1332.88,5.59,2665.77,0,2665.77
2026-04-19,South,ENT,1,0,0,9378.88,4.05,0.0,0,0.0
2026-04-19,South,MID,3,1,2,3513.46,4.24,3513.46,0,3513.46
2026-04-19,South,SMB,7,2,6,1367.86,5.65,2735.71,0,2735.71
2026-04-19,East,ENT,1,0,0,9310.58,5.54,0.0,0,0.0
2026-04-19,East,MID,3,1,2,3328.09,5.26,3328.09,0,3328.09
2026-04-19,East,SMB,5,2,6,1363.81,5.32,2727.62,0,2727.62
2026-04-19,West,ENT,1,0,0,8899.87,7.04,0.0,0,0.0
2026-04-19,West,MID,3,1,2,3354.51,6.72,3354.51,0,3354.51
2026-04-19,West,SMB,5,2,6,1378.93,6.18,2757.86,0,2757.86
2026-04-20,North,ENT,3,1,1,9244.53,5.95,9244.53,0,9244.53
2026-04-20,North,MID,7,3,6,3367.47,7.17,10102.42,0,10102.42
2026-04-20,North,SMB,12,4,12,1352.21,4.85,5408.83,0,5408.83
2026-04-20,South,ENT,3,1,1,9046.42,5.46,9046.42,0,9046.42
2026-04-20,South,MID,6,2,4,3348.11,7.85,6696.21,0,6696.21
2026-04-20,South,SMB,15,5,15,1398.1,4.67,6990.52,0,6990.52
2026-04-20,East,ENT,2,1,1,9312.93,6.36,9312.93,0,9312.93
2026-04-20,East,MID,4,1,2,3340.18,6.71,3340.18,0,3340.18
2026-04-20,East,SMB,9,3,9,1352.58,6.07,4057.74,0,4057.74
2026-04-20,West,ENT,3,1,1,9035.32,5.74,9035.32,0,9035.32
2026-04-20,West,MID,4,1,2,3339.04,6.54,3339.04,0,3339.04
2026-04-20,West,SMB,11,4,12,1371.42,5.84,5485.69,0,5485.69
2026-04-21,North,ENT,3,1,1,9193.02,7.15,9193.02,0,9193.02
2026-04-21,North,MID,7,2,4,3406.3,4.62,6812.59,0,6812.59
2026-04-21,North,SMB,11,4,12,1353.36,5.8,5413.43,0,5413.43
2026-04-21,South,ENT,3,1,1,9206.54,6.34,9206.54,0,9206.54
2026-04-21,South,MID,6,2,4,3325.74,7.76,6651.48,0,6651.48
2026-04-21,South,SMB,12,4,12,1321.53,7.57,5286.12,0,5286.12
2026-04-21,East,ENT,2,1,1,9045.63,7.22,9045.63,0,9045.63
2026-04-21,East,MID,5,2,4,3397.75,5.21,6795.5,0,6795.5
2026-04-21,East,SMB,9,3,9,1350.92,6.12,4052.75,0,4052.75
2026-04-21,West,ENT,2,1,1,9193.2,6.41,9193.2,0,9193.2
2026-04-21,West,MID,6,2,4,3314.89,6.9,6629.77,0,6629.77
2026-04-21,West,SMB,11,4,12,1360.67,5.48,5442.68,0,5442.68
2026-04-22,North,ENT,3,1,1,9112.22,4.83,9112.22,0,9112.22
2026-04-22,North,MID,7,3,6,3566.14,3.72,10698.41,0,10698.41
2026-04-22,North,SMB,11,4,12,1368.99,6.61,5475.96,0,5475.96
2026-04-22,South,ENT,3,1,1,9200.21,6.39,9200.21,0,9200.21
2026-04-22,South,MID,5,2,4,3369.85,5.39,6739.71,0,6739.71
2026-04-22,South,SMB,11,4,12,1367.39,5.56,5469.55,0,5469.55
2026-04-22,East,ENT,2,1,1,9223.52,6.62,9223.52,0,9223.52
2026-04-22,East,MID,5,2,4,3381.25,4.25,6762.5,0,6762.5
2026-04-22,East,SMB,10,3,9,1362.61,5.0,4087.82,0,4087.82
2026-04-22,West,ENT,3,1,1,9207.5,6.34,9207.5,0,9207.5
2026-04-22,West,MID,5,2,4,3401.49,5.9,6802.98,0,6802.98
2026-04-22,West,SMB,11,4,12,1343.42,7.35,5373.7,0,5373.7
2026-04-23,North,ENT,3,1,1,9256.18,5.86,9256.18,0,9256.18
2026-04-23,North,MID,7,3,6,3394.42,6.25,10183.27,0,10183.27
2026-04-23,North,SMB,12,4,12,1354.24,6.12,5416.98,0,5416.98
2026-04-23,South,ENT,3,1,1,9205.46,5.08,9205.46,0,9205.46
2026-04-23,South,MID,6,2,4,3346.2,6.42,6692.41,0,6692.41
2026-04-23,South,SMB,12,4,12,1382.6,4.81,5530.4,0,5530.4
2026-04-23,East,ENT,2,1,1,9328.04,5.0,9328.04,0,9328.04
2026-04-23,East,MID,5,2,4,3321.07,6.94,6642.14,0,6642.14
2026-04-23,East,SMB,9,3,9,1319.28,7.29,3957.84,0,3957.84
2026-04-23,West,ENT,3,1,1,9128.54,5.13,9128.54,0,9128.54
2026-04-23,West,MID,5,2,4,3384.96,5.05,6769.91,0,6769.91
2026-04-23,West,SMB,8,2,6,1376.2,5.42,2752.39,0,2752.39
2026-04-24,North,ENT,3,1,1,9106.68,7.43,9106.68,0,9106.68
2026-04-24,North,MID,7,2,4,3458.61,4.88,6917.21,0,6917.21
2026-04-24,North,SMB,9,3,9,1378.44,6.36,4135.33,0,4135.33
2026-04-24,South,ENT,3,1,1,9287.38,6.19,9287.38,0,9287.38
2026-04-24,South,MID,5,2,4,3411.76,4.63,6823.52,0,6823.52
2026-04-24,South,SMB,14,5,15,1368.5,7.15,6842.48,0,6842.48
2026-04-24,East,ENT,3,1,1,9324.49,6.73,9324.49,0,9324.49
2026-04-24,East,MID,4,1,2,3260.2,7.22,3260.2,0,3260.2
2026-04-24,East,SMB,10,4,12,1365.26,5.96,5461.03,0,5461.03
2026-04-24,West,ENT,2,1,1,9437.77,6.02,9437.77,0,9437.77
2026-04-24,West,MID,5,2,4,3390.69,5.33,6781.39,0,6781.39
2026-04-24,West,SMB,9,3,9,1335.36,7.49,4006.07,0,4006.07
2026-04-25,North,ENT,2,1,1,9282.57,6.01,9282.57,0,9282.57
2026-04-25,North,MID,4,1,2,3361.94,6.11,3361.94,0,3361.94
2026-04-25,North,SMB,7,2,6,1373.41,4.7,2746.82,0,2746.82
2026-04-25,South,ENT,2,1,1,9632.63,4.99,9632.63,0,9632.63
2026-04-25,South,MID,4,1,2,3410.58,7.18,3410.58,0,3410.58
2026-04-25,South,SMB,8,3,9,1357.11,5.62,4071.32,0,4071.32
2026-04-25,East,ENT,1,0,0,9307.59,5.26,0.0,0,0.0
2026-04-25,East,MID,3,1,2,3362.5,6.15,3362.5,0,3362.5
2026-04-25,East,SMB,6,2,6,1355.65,4.63,2711.31,0,2711.31
2026-04-25,West,ENT,2,1,1,9376.11,5.08,9376.11,0,9376.11
2026-04-25,West,MID,4,1,2,3311.69,6.1,3311.69,0,3311.69
2026-04-25,West,SMB,6,2,6,1376.98,5.44,2753.96,0,2753.96
2026-04-26,North,ENT,2,1,1,9628.95,4.61,9628.95,0,9628.95
2026-04-26,North,MID,3,1,2,3388.59,6.31,3388.59,0,3388.59
2026-04-26,North,SMB,6,2,6,1371.39,5.87,2742.78,0,2742.78
2026-04-26,South,ENT,1,0,0,9235.45,6.06,0.0,0,0.0
2026-04-26,South,MID,3,1,2,3299.81,4.87,3299.81,0,3299.81
2026-04-26,South,SMB,6,2,6,1381.65,5.83,2763.3,0,2763.3
2026-04-26,East,ENT,1,0,0,9084.49,7.55,0.0,0,0.0
2026-04-26,East,MID,2,1,2,3423.52,5.2,3423.52,0,3423.52
2026-04-26,East,SMB,5,2,6,1360.45,5.78,2720.89,0,2720.89
2026-04-26,West,ENT,1,0,0,9160.42,6.18,0.0,0,0.0
2026-04-26,West,MID,2,1,2,3334.24,6.42,3334.24,0,3334.24
2026-04-26,West,SMB,5,2,6,1371.67,4.76,2743.34,0,2743.34
2026-04-27,North,ENT,3,1,1,9265.05,5.01,9265.05,0,9265.05
2026-04-27,North,MID,7,2,4,3436.49,4.88,6872.98,0,6872.98
2026-04-27,North,SMB,11,4,12,1340.67,5.43,5362.66,0,5362.66
2026-04-27,South,ENT,3,1,1,9610.28,5.12,9610.28,0,9610.28
2026-04-27,South,MID,6,2,4,3360.43,6.36,6720.87,0,6720.87
2026-04-27,South,SMB,13,4,12,1350.61,6.64,5402.42,0,5402.42
2026-04-27,East,ENT,2,1,1,9196.82,5.28,9196.82,0,9196.82
2026-04-27,East,MID,5,2,4,3489.89,5.23,6979.79,0,6979.79
2026-04-27,East,SMB,10,4,12,1337.15,6.72,5348.61,0,5348.61
2026-04-27,West,ENT,3,1,1,9399.43,5.74,9399.43,0,9399.43
2026-04-27,West,MID,5,2,4,3473.05,6.52,6946.09,0,6946.09
2026-04-27,West,SMB,11,4,12,1376.33,6.55,5505.31,0,5505.31
2026-04-28,North,ENT,3,1,1,9067.67,6.34,9067.67,0,9067.67
2026-04-28,North,MID,8,3,6,3373.06,5.58,10119.17,0,10119.17
2026-04-28,North,SMB,10,4,12,1359.59,5.77,5438.37,0,5438.37
2026-04-28,South,ENT,2,1,1,9157.68,5.99,9157.68,0,9157.68
2026-04-28,South,MID,4,1,2,3415.72,4.3,3415.72,0,3415.72
2026-04-28,South,SMB,15,5,15,1346.5,6.3,6732.51,0,6732.51
2026-04-28,East,ENT,2,1,1,9153.81,5.84,9153.81,0,9153.81
2026-04-28,East,MID,5,2,4,3506.01,4.86,7012.01,0,7012.01
2026-04-28,East,SMB,10,3,9,1330.68,7.33,3992.04,0,3992.04
2026-04-28,West,ENT,3,1,1,9139.21,6.02,9139.21,0,9139.21
2026-04-28,West,MID,6,2,4,3435.51,4.06,6871.03,0,6871.03
2026-04-28,West,SMB,11,4,12,1358.18,5.88,5432.72,0,5432.72
2026-04-29,North,ENT,4,1,1,9315.14,5.48,9315.14,0,9315.14
2026-04-29,North,MID,6,2,4,3436.36,6.21,6872.72,0,6872.72
2026-04-29,North,SMB,10,4,12,1384.12,6.39,5536.47,0,5536.47
2026-04-29,South,ENT,3,1,1,9071.88,7.57,9071.88,0,9071.88
2026-04-29,South,MID,7,2,4,3341.97,5.28,6683.94,0,6683.94
2026-04-29,South,SMB,10,3,9,1325.35,6.81,3976.05,0,3976.05
2026-04-29,East,ENT,3,1,1,9147.36,5.28,9147.36,0,9147.36
2026-04-29,East,MID,5,2,4,3406.31,5.42,6812.62,0,6812.62
2026-04-29,East,SMB,10,3,9,1382.92,4.91,4148.75,0,4148.75
2026-04-29,West,ENT,3,1,1,9042.9,6.09,9042.9,0,9042.9
2026-04-29,West,MID,6,2,4,3395.94,6.6,6791.87,0,6791.87
2026-04-29,West,SMB,12,5,15,1346.93,7.22,6734.65,0,6734.65
2026-04-30,North,ENT,3,1,1,9523.44,4.9,9523.44,0,9523.44
2026-04-30,North,MID,5,2,4,3449.62,5.77,6899.24,0,6899.24
2026-04-30,North,SMB,13,4,12,1359.43,7.04,5437.73,0,5437.73
2026-04-30,South,ENT,3,1,1,8981.09,7.7,8981.09,0,8981.09
2026-04-30,South,MID,5,2,4,3282.87,6.09,6565.73,0,6565.73
2026-04-30,South,SMB,12,4,12,1360.61,7.18,5442.46,0,5442.46
2026-04-30,East,ENT,2,1,1,9302.97,6.38,9302.97,0,9302.97
2026-04-30,East,MID,5,2,4,3464.71,5.02,6929.42,0,6929.42
2026-04-30,East,SMB,8,3,9,1366.38,6.09,4099.13,0,4099.13
2026-04-30,West,ENT,3,1,1,8933.49,7.21,8933.49,0,8933.49
2026-04-30,West,MID,5,2,4,3480.44,5.41,6960.88,0,6960.88
2026-04-30,West,SMB,8,3,9,1330.3,6.21,3990.9,0,3990.9
2026-05-01,North,ENT,3,1,1,9309.25,3.19,9309.25,0,9309.25
2026-05-01,North,MID,6,2,4,3338.07,6.11,6676.13,0,6676.13
2026-05-01,North,SMB,10,3,9,1340.59,5.98,4021.78,0,4021.78
2026-05-01,South,ENT,3,1,1,9132.02,5.73,9132.02,0,9132.02
2026-05-01,South,MID,5,2,4,3288.38,6.63,6576.75,0,6576.75
2026-05-01,South,SMB,12,4,12,1328.84,7.7,5315.38,0,5315.38
2026-05-01,East,ENT,2,1,1,9258.81,5.78,9258.81,0,9258.81
2026-05-01,East,MID,5,2,4,3415.98,5.05,6831.96,0,6831.96
2026-05-01,East,SMB,10,3,9,1336.4,6.16,4009.2,0,4009.2
2026-05-01,West,ENT,2,1,1,9118.02,7.11,9118.02,0,9118.02
2026-05-01,West,MID,5,2,4,3391.22,6.24,6782.44,0,6782.44
2026-05-01,West,SMB,9,3,9,1366.61,5.96,4099.84,0,4099.84
2026-05-02,North,ENT,2,1,1,9104.08,6.04,9104.08,0,9104.08
2026-05-02,North,MID,4,1,2,3367.9,5.07,3367.9,0,3367.9
2026-05-02,North,SMB,8,3,9,1387.91,5.96,4163.73,0,4163.73
2026-05-02,South,ENT,2,1,1,9163.79,5.49,9163.79,0,9163.79
2026-05-02,South,MID,3,1,2,3403.89,5.38,3403.89,0,3403.89
2026-05-02,South,SMB,7,2,6,1326.83,6.22,2653.66,0,2653.66
2026-05-02,East,ENT,1,0,0,9454.24,3.98,0.0,0,0.0
2026-05-02,East,MID,3,1,2,3365.81,6.46,3365.81,0,3365.81
2026-05-02,East,SMB,6,2,6,1363.67,6.42,2727.35,0,2727.35
2026-05-02,West,ENT,2,1,1,9032.36,5.34,9032.36,0,9032.36
2026-05-02,West,MID,3,1,2,3351.57,6.71,3351.57,0,3351.57
2026-05-02,West,SMB,6,2,6,1378.04,5.35,2756.08,0,2756.08
2026-05-03,North,ENT,2,1,1,9376.25,3.45,9376.25,0,9376.25
2026-05-03,North,MID,4,1,2,3504.52,6.38,3504.52,0,3504.52
2026-05-03,North,SMB,6,2,6,1357.5,7.06,2714.99,0,2714.99
2026-05-03,South,ENT,1,0,0,9248.41,5.33,0.0,0,0.0
2026-05-03,South,MID,3,1,2,3389.78,8.33,3389.78,0,3389.78
2026-05-03,South,SMB,7,3,9,1366.61,6.55,4099.82,0,4099.82
2026-05-03,East,ENT,1,0,0,8984.11,7.14,0.0,0,0.0
2026-05-03,East,MID,3,1,2,3394.84,5.4,3394.84,0,3394.84
2026-05-03,East,SMB,6,2,6,1351.86,7.11,2703.72,0,2703.72
2026-05-03,West,ENT,1,0,0,9210.45,5.36,0.0,0,0.0
2026-05-03,West,MID,3,1,2,3405.22,5.21,3405.22,0,3405.22
2026-05-03,West,SMB,6,2,6,1372.32,3.92,2744.64,0,2744.64
2026-05-04,North,ENT,3,1,1,8912.52,7.47,8912.52,0,8912.52
2026-05-04,North,MID,7,2,4,3383.25,6.08,6766.5,0,6766.5
2026-05-04,North,SMB,14,4,12,1378.83,4.92,5515.31,0,5515.31
2026-05-04,South,ENT,3,1,1,9125.03,6.42,9125.03,0,9125.03
2026-05-04,South,MID,5,2,4,3368.83,5.57,6737.66,0,6737.66
2026-05-04,South,SMB,13,5,15,1386.12,6.11,6930.62,0,6930.62
2026-05-04,East,ENT,2,1,1,8992.69,6.25,8992.69,0,8992.69
2026-05-04,East,MID,4,1,2,3307.91,7.19,3307.91,0,3307.91
2026-05-04,East,SMB,10,3,9,1386.9,6.0,4160.69,0,4160.69
2026-05-04,West,ENT,4,1,1,9208.96,6.61,9208.96,0,9208.96
2026-05-04,West,MID,6,2,4,3419.63,5.67,6839.26,0,6839.26
2026-05-04,West,SMB,11,4,12,1373.31,5.8,5493.25,0,5493.25
2026-05-05,North,ENT,3,1,1,9249.26,4.87,9249.26,0,9249.26
2026-05-05,North,MID,6,2,4,3416.02,7.89,6832.04,0,6832.04
